# molecule_id train_data train_predict(50/50) train_predict
77 0.0 0 0.08225806
78 1.0 0 0.18901624
79 1.0 1 0.5898074
80 0.0 0 0.24987026
81 0.0 0 0.0934039
82 1.0 0 0.4974363
83 1.0 1 0.5567958
84 1.0 1 0.6883958
85 1.0 1 0.74506426
86 1.0 1 0.7812585
87 1.0 1 0.71131754
88 1.0 1 0.7043294
89 1.0 1 0.77736914
90 1.0 1 0.7466031
91 0.0 0 0.13127346
92 1.0 1 0.6542545
93 0.0 0 0.1707289
94 0.0 0 0.1733114
95 1.0 1 0.64533186
96 1.0 1 0.59463376
97 1.0 1 0.71913815
98 1.0 1 0.59329665
99 1.0 1 0.50137025
100 1.0 1 0.5874348
101 0.0 0 0.06723975
102 1.0 1 0.62292933
103 1.0 1 0.57544035
104 1.0 1 0.65851325
105 1.0 0 0.40792626
106 1.0 0 0.4717286
107 1.0 1 0.6336239
108 0.0 0 0.25828555
109 1.0 1 0.7543502
110 1.0 1 0.58082324
111 1.0 1 0.5985051
112 1.0 1 0.80413663
113 0.0 0 0.109422
114 0.0 1 0.6990352
115 1.0 1 0.5681561
116 1.0 0 0.44934452
117 0.0 0 0.1464931
118 1.0 1 0.7695407
119 1.0 1 0.6051116
120 1.0 0 0.48464835
121 1.0 1 0.5554348
122 1.0 1 0.5920713
123 0.0 1 0.61676264
124 0.0 0 0.1164917
125 1.0 1 0.8209313
126 1.0 1 0.7055891
127 1.0 1 0.7811899
128 1.0 1 0.7551719
129 1.0 1 0.7504198
130 1.0 0 0.49796984
131 1.0 1 0.7209601
132 1.0 1 0.5776697
133 1.0 0 0.44084153
134 1.0 1 0.6490639
135 1.0 0 0.15137582
136 1.0 0 0.36649197
137 1.0 1 0.6109608
138 1.0 1 0.6934835
139 1.0 0 0.28761867
140 1.0 0 0.4342784
141 1.0 0 0.29837793
142 1.0 0 0.35597062
143 1.0 1 0.5522064
144 1.0 1 0.67794573
145 1.0 1 0.5475662
146 1.0 1 0.6040902
147 1.0 1 0.556637
148 1.0 0 0.3342339
149 1.0 1 0.7368633
150 1.0 1 0.66445255
151 1.0 0 0.33598632
152 1.0 0 0.40617415
153 1.0 1 0.60071236
154 0.0 0 0.07946639
155 1.0 1 0.61089605
156 1.0 1 0.7451601
157 1.0 0 0.23425126
158 1.0 0 0.3263734
159 1.0 0 0.29401734
160 1.0 1 0.535559
161 1.0 0 0.45751086
162 0.0 0 0.076775275
163 0.0 0 0.38613784
164 1.0 1 0.5510746
165 1.0 1 0.55752635
166 0.0 0 0.098051615
167 1.0 1 0.7305327
168 1.0 1 0.5875562
169 0.0 0 0.123177975
170 1.0 1 0.55126333
171 1.0 1 0.58295405
172 1.0 1 0.5998307
173 0.0 0 0.200466
174 1.0 1 0.6738441
175 1.0 1 0.548757
176 0.0 0 0.12030989
177 0.0 0 0.079658836
178 0.0 0 0.14296363
179 0.0 0 0.17337482
180 0.0 0 0.20405954
181 0.0 0 0.1536078
182 0.0 0 0.1312874
183 0.0 0 0.15608987
184 0.0 0 0.12067409
185 0.0 0 0.12139823
186 0.0 0 0.12664126
187 0.0 0 0.122498654
188 0.0 0 0.17931865
189 0.0 0 0.13698657
190 0.0 0 0.15552008
191 0.0 0 0.07669093
192 0.0 0 0.20255081
193 0.0 0 0.18853566
194 0.0 0 0.1879607
195 0.0 0 0.13435112
196 0.0 0 0.10998793
197 0.0 0 0.19391932
198 0.0 0 0.17077261
199 0.0 0 0.20945996
200 0.0 0 0.11944183
201 0.0 0 0.16410738
202 0.0 0 0.17902122
203 0.0 0 0.20712957
204 0.0 0 0.17899203
205 0.0 0 0.09953513
206 0.0 0 0.17704736
207 0.0 0 0.13304792
208 0.0 0 0.18499166
209 0.0 0 0.14924923
210 0.0 0 0.17123766
211 0.0 0 0.16544601
212 0.0 0 0.11714493
213 0.0 0 0.14697704
214 0.0 0 0.16792811
215 0.0 0 0.15394707
216 0.0 0 0.1400477
217 0.0 0 0.17179291
218 0.0 0 0.16090925
219 0.0 0 0.14048845
220 0.0 0 0.13052347
221 0.0 0 0.3658886
222 0.0 0 0.1768835
223 0.0 0 0.15608987
224 1.0 1 0.52073914
225 1.0 0 0.23121126
226 0.0 0 0.076951414
227 1.0 0 0.37642598
228 1.0 0 0.4074614
229 1.0 0 0.2315893
230 0.0 1 0.6489612
231 1.0 0 0.48016864
232 1.0 0 0.25854585
233 1.0 1 0.5155149
234 1.0 1 0.5431045
235 1.0 1 0.53538465
236 1.0 1 0.54425645
237 0.0 1 0.7450578
238 1.0 0 0.23558979
239 0.0 0 0.45035043
240 1.0 0 0.43149307
241 1.0 1 0.62268174
242 1.0 1 0.7310467
243 0.0 1 0.5752298
244 1.0 1 0.76435477
245 1.0 1 0.64872336
246 1.0 0 0.49485895
247 1.0 0 0.35978124
248 1.0 1 0.7791848
249 1.0 1 0.54887724
250 1.0 0 0.45212656
251 1.0 1 0.5904809
252 1.0 1 0.7828013
253 0.0 0 0.096817024
254 1.0 0 0.41920897
255 1.0 1 0.60413224
256 1.0 1 0.8203972
257 1.0 0 0.47365904
258 0.0 1 0.5707287
259 1.0 1 0.5651658
260 1.0 1 0.5740067
261 1.0 0 0.33457255
262 1.0 1 0.5682724
263 0.0 0 0.13323486
264 0.0 0 0.27080867
265 1.0 0 0.3726733
266 1.0 1 0.6479145
267 1.0 1 0.64517415
268 1.0 1 0.6227144
269 1.0 0 0.46168888
270 1.0 1 0.54124475
271 1.0 1 0.77762085
272 1.0 1 0.67824185
273 1.0 1 0.5367152
274 0.0 0 0.08824069
275 1.0 1 0.74025536
276 0.0 0 0.09258177
277 1.0 0 0.4456732
278 1.0 1 0.5573497
279 1.0 1 0.74201787
280 1.0 1 0.6614273
281 1.0 1 0.7549632
282 1.0 1 0.73583466
283 1.0 0 0.48130757
284 0.0 0 0.49218678
285 1.0 1 0.5127251
286 1.0 0 0.26344386
287 1.0 0 0.39822784
288 1.0 1 0.68232226
289 0.0 0 0.26796332
290 1.0 1 0.61515915
291 1.0 1 0.62561876
292 1.0 1 0.53233486
293 1.0 0 0.49304172
294 1.0 0 0.42738312
295 0.0 1 0.6450575
296 1.0 0 0.34123695
297 1.0 1 0.7078863
298 1.0 1 0.65919596
299 1.0 1 0.669236
300 1.0 1 0.5016823
301 1.0 1 0.8138642
302 1.0 1 0.7828013
303 1.0 1 0.6888028
304 1.0 1 0.64186627
305 1.0 1 0.5483112
306 1.0 1 0.58074635
307 1.0 1 0.7381492
308 1.0 1 0.6320745
309 1.0 0 0.48098302
310 1.0 1 0.6100086
311 1.0 1 0.50168324
312 1.0 1 0.55625147
313 0.0 0 0.17056812
314 1.0 0 0.47604197
315 1.0 1 0.6566287
316 0.0 0 0.32964042
317 1.0 1 0.5666355
318 0.0 0 0.08884094
319 1.0 1 0.7608974
320 1.0 1 0.7486606
321 1.0 0 0.42500666
322 1.0 1 0.5732232
323 1.0 1 0.78633785
324 1.0 1 0.51665527
325 1.0 1 0.63124573
326 1.0 1 0.6354847
327 1.0 0 0.2884545
328 1.0 0 0.4956553
329 1.0 1 0.7511362
330 1.0 1 0.5237174
331 1.0 1 0.5199319
332 1.0 1 0.7205052
333 1.0 0 0.45586008
334 1.0 1 0.7505314
335 1.0 1 0.5285998
336 1.0 1 0.6031207
337 1.0 1 0.65421623
338 1.0 1 0.5528652
339 1.0 0 0.45232755
340 1.0 1 0.505823
341 1.0 1 0.5225976
342 1.0 1 0.55941856
343 1.0 1 0.62131995
344 1.0 1 0.6070959
345 1.0 1 0.62397677
346 1.0 0 0.25075957
347 1.0 1 0.53026074
348 0.0 0 0.090225846
349 0.0 1 0.74849397
350 1.0 0 0.47593793
351 0.0 1 0.6109375
352 1.0 0 0.4523567
353 1.0 1 0.53280264
354 1.0 1 0.5486791
355 0.0 0 0.3329367
356 1.0 0 0.36398426
357 0.0 0 0.14452742
358 0.0 0 0.37580216
359 1.0 1 0.5647989
360 1.0 1 0.51727456
361 1.0 1 0.7505314
362 1.0 1 0.64452165
363 1.0 1 0.7187297
364 1.0 1 0.655102
365 0.0 1 0.5914387
366 0.0 0 0.2466792
367 1.0 1 0.77162015
368 1.0 1 0.5851002
369 0.0 0 0.299559
370 1.0 0 0.2788429
371 1.0 1 0.5343632
372 0.0 1 0.60041267
373 1.0 1 0.7137377
374 0.0 0 0.43224072
375 1.0 1 0.8115103
376 1.0 1 0.57626843
377 1.0 0 0.4218042
378 1.0 1 0.8203972
379 0.0 0 0.13948062
380 0.0 0 0.08043444
381 1.0 1 0.6678596
382 1.0 1 0.6241432
383 1.0 1 0.59622866
384 1.0 1 0.6344818
385 1.0 1 0.5513508
386 1.0 1 0.6145152
387 1.0 1 0.55385804
388 1.0 0 0.27873704
389 1.0 1 0.5252558
390 1.0 0 0.48406652
391 0.0 0 0.13627632
392 1.0 1 0.7778462
393 1.0 1 0.7482875
394 0.0 0 0.4674407
395 0.0 1 0.5875113
396 1.0 0 0.40461016
397 1.0 1 0.6774175
398 1.0 1 0.5179941
399 1.0 0 0.38856557
400 1.0 0 0.39692152
401 1.0 0 0.47105524
402 0.0 0 0.353389
403 0.0 0 0.33563817
404 0.0 0 0.2977576
405 0.0 0 0.13948062
406 1.0 1 0.7191087
407 1.0 0 0.36339194
408 0.0 0 0.19630189
409 0.0 0 0.18622674
410 0.0 0 0.20355715
411 1.0 1 0.56818396
412 0.0 0 0.44833624
413 0.0 0 0.43161988
414 1.0 1 0.66073555
415 1.0 0 0.38828337
416 1.0 0 0.44292718
417 0.0 0 0.28146932
418 1.0 1 0.815602
419 1.0 1 0.6509843
420 1.0 0 0.49066812
421 1.0 1 0.8148948
422 1.0 1 0.51429
423 1.0 1 0.8629596
424 1.0 0 0.39564142
425 1.0 1 0.53920436
426 1.0 0 0.34940413
427 1.0 1 0.5737794
428 1.0 1 0.5605473
429 1.0 1 0.5118199
430 1.0 1 0.697491
431 0.0 0 0.09968178
432 1.0 0 0.3932235
433 1.0 1 0.500859
434 1.0 1 0.56962806
435 0.0 0 0.20600218
436 1.0 1 0.74885815
437 1.0 1 0.66179925
438 0.0 0 0.107617654
439 1.0 1 0.50250286
440 1.0 0 0.3781108
441 1.0 1 0.54538494
442 1.0 0 0.45872954
443 1.0 1 0.63893867
444 1.0 0 0.38344374
445 1.0 0 0.49383548
446 0.0 0 0.37710702
447 1.0 1 0.5242032
448 1.0 1 0.6498928
449 0.0 1 0.53223777
450 1.0 1 0.7886774
451 0.0 0 0.14169602
452 1.0 0 0.31158763
453 0.0 0 0.30534756
454 0.0 0 0.18211144
455 1.0 0 0.28907618
456 1.0 1 0.62824506
457 1.0 1 0.64078957
458 1.0 1 0.6853986
459 1.0 0 0.35261652
460 1.0 1 0.7100153
461 1.0 1 0.51858675
462 0.0 0 0.09126311
463 1.0 0 0.34506664
464 1.0 1 0.62215215
465 1.0 1 0.5381087
466 1.0 1 0.51038074
467 1.0 1 0.5276779
468 1.0 0 0.4977809
469 1.0 0 0.48384774
470 1.0 1 0.5374553
471 1.0 1 0.5315532
472 1.0 0 0.34007782
473 1.0 0 0.4043569
474 1.0 0 0.41525796
475 1.0 1 0.6052893
476 1.0 1 0.5608354
477 1.0 1 0.6577562
478 1.0 1 0.7463035
479 1.0 1 0.54443455
480 1.0 1 0.75466955
481 1.0 1 0.76152354
482 1.0 1 0.7273702
483 1.0 1 0.625415
484 1.0 0 0.4511459
485 1.0 0 0.4232368
486 0.0 0 0.25142944
487 1.0 1 0.60242534
488 1.0 1 0.65836537
489 1.0 1 0.6609224
490 1.0 0 0.46851072
491 1.0 0 0.40382326
492 1.0 0 0.48026225
493 1.0 1 0.7113992
494 1.0 0 0.25189823
495 1.0 1 0.6299346
496 1.0 0 0.3061999
497 1.0 0 0.3616364
498 1.0 1 0.6755267
499 1.0 0 0.44560617
500 0.0 0 0.06873239
501 1.0 1 0.6682826
502 1.0 1 0.61989015
503 0.0 0 0.0952225
504 0.0 0 0.09177559
505 1.0 1 0.6013158
506 0.0 0 0.4406427
507 0.0 0 0.25497755
508 1.0 1 0.7018724
509 1.0 1 0.51460516
510 1.0 1 0.6634593
511 1.0 1 0.7776417
512 1.0 1 0.57307094
513 1.0 0 0.28298265
514 1.0 1 0.5553871
515 1.0 1 0.7089471
516 1.0 0 0.3508987
517 0.0 0 0.1513792
518 1.0 1 0.68302107
519 0.0 1 0.583439
520 0.0 0 0.30439287
521 0.0 0 0.30630141
522 0.0 0 0.2998202
523 0.0 0 0.15647675
524 1.0 0 0.4888058
525 1.0 0 0.4929933
526 1.0 1 0.56903726
527 1.0 0 0.49036267
528 1.0 0 0.4943059
529 1.0 1 0.62341505
530 1.0 1 0.6770012
531 0.0 0 0.1185875
532 1.0 1 0.66216797
533 1.0 1 0.62340915
534 1.0 1 0.7597237
535 1.0 0 0.40659812
536 1.0 1 0.50841945
537 1.0 0 0.48351505
538 1.0 0 0.49661604
539 1.0 0 0.49044248
540 1.0 0 0.48904514
541 1.0 0 0.43063116
542 0.0 0 0.4132826
543 1.0 1 0.6903327
544 1.0 1 0.6974374
545 0.0 0 0.37740415
546 1.0 1 0.54904675
547 0.0 0 0.20422697
548 1.0 1 0.7330246
549 0.0 0 0.16803844
550 1.0 0 0.4825294
551 1.0 1 0.68236
552 1.0 1 0.65581936
553 1.0 1 0.71188456
554 0.0 0 0.13645321
555 1.0 1 0.77958137
556 1.0 1 0.53642446
557 1.0 1 0.7992816
558 0.0 0 0.26166588
559 1.0 1 0.78057516
560 1.0 1 0.7232698
561 1.0 1 0.7931553
562 1.0 0 0.47118175
563 1.0 1 0.54404545
564 0.0 0 0.17688182
565 1.0 1 0.6197058
566 1.0 1 0.64002645
567 0.0 1 0.62417316
568 1.0 0 0.49920678
569 0.0 0 0.09083847
570 0.0 0 0.40697113
571 1.0 0 0.46374327
572 0.0 0 0.24663694
573 1.0 0 0.39527833
574 1.0 0 0.3661592
575 1.0 1 0.7303709
576 0.0 0 0.42953163
577 0.0 0 0.15121
578 0.0 0 0.083565645
579 0.0 0 0.14461689
580 1.0 1 0.61295104
581 1.0 0 0.37615058
582 1.0 1 0.6104815
583 1.0 1 0.666224
584 1.0 1 0.5285998
585 1.0 1 0.65421623
586 1.0 1 0.7505314
587 0.0 0 0.2027245
588 1.0 0 0.18208225
589 0.0 0 0.14050141
590 1.0 0 0.4710897
591 1.0 0 0.48574772
592 1.0 0 0.43261847
593 1.0 1 0.518312
594 1.0 0 0.30269766
595 1.0 0 0.45341948
596 1.0 0 0.39518282
597 1.0 1 0.6759225
598 1.0 0 0.26021817
599 1.0 1 0.5694381
600 1.0 1 0.7266105
601 1.0 0 0.45573336
602 0.0 0 0.17544003
603 1.0 1 0.7797468
604 1.0 0 0.4926134
605 1.0 0 0.4388144
606 1.0 1 0.5964024
607 0.0 0 0.38849235
608 1.0 0 0.29806197
609 1.0 0 0.48914647
610 1.0 1 0.5737441
611 1.0 1 0.57430476
612 0.0 1 0.54447335
613 1.0 1 0.6048558
614 1.0 0 0.40120897
615 1.0 1 0.67279863
616 1.0 1 0.5548735
617 1.0 1 0.75230837
618 0.0 0 0.41910693
619 1.0 1 0.7087151
620 1.0 0 0.42043522
621 1.0 1 0.63929015
622 1.0 1 0.6524939
623 0.0 1 0.6488971
624 1.0 1 0.5165731
625 1.0 1 0.65809906
626 0.0 0 0.07064322
627 1.0 1 0.5671521
628 1.0 1 0.6470748
629 1.0 1 0.54804343
630 1.0 1 0.5343537
631 0.0 0 0.079372354
632 1.0 1 0.5064954
633 1.0 0 0.28558064
634 0.0 0 0.13496013
635 1.0 1 0.536397
636 1.0 1 0.53679985
637 1.0 1 0.5896561
638 1.0 1 0.6602433
639 0.0 0 0.3345438
640 1.0 1 0.7027948
641 1.0 0 0.3918166
642 1.0 1 0.6525696
643 1.0 1 0.77085733
644 1.0 0 0.39288032
645 0.0 0 0.3048659
646 1.0 1 0.60130167
647 1.0 1 0.5059762
648 0.0 0 0.3632501
649 1.0 1 0.67122394
650 1.0 1 0.5130144
651 1.0 0 0.4953317
652 1.0 1 0.59637094
653 1.0 1 0.7338201
654 1.0 1 0.6122588
655 1.0 1 0.7446797
656 1.0 0 0.40110028
657 1.0 0 0.4772666
658 1.0 0 0.40848258
659 1.0 1 0.7843774
660 1.0 1 0.5470615
661 1.0 0 0.397333
662 0.0 0 0.14016023
663 1.0 1 0.6088611
664 1.0 0 0.36180675
665 1.0 1 0.5598899
666 0.0 0 0.09007146
667 1.0 1 0.52549595
668 0.0 0 0.17028297
669 1.0 1 0.6959621
670 1.0 1 0.7244905
671 1.0 0 0.21028051
672 1.0 0 0.47928092
673 1.0 1 0.6181157
674 1.0 1 0.5713008
675 1.0 1 0.7041806
676 1.0 1 0.50838584
677 1.0 1 0.6815904
678 1.0 0 0.16667438
679 1.0 1 0.6412816
680 1.0 1 0.61025846
681 1.0 0 0.41255748
682 1.0 1 0.63364106
683 1.0 1 0.6218029
684 1.0 1 0.6516677
685 1.0 1 0.5964724
686 0.0 0 0.29798913
687 1.0 1 0.55713755
688 1.0 1 0.5181906
689 1.0 1 0.561978
690 1.0 1 0.74923736
691 1.0 1 0.75064844
692 1.0 1 0.6283459
693 1.0 1 0.54773724
694 1.0 1 0.7323839
695 1.0 1 0.63431835
696 0.0 0 0.25335544
697 1.0 0 0.43220526
698 1.0 1 0.70573574
699 1.0 1 0.66301596
700 1.0 1 0.5112959
701 1.0 1 0.5479773
702 1.0 1 0.69290847
703 0.0 1 0.77413505
704 1.0 0 0.42056873
705 1.0 1 0.5238545
706 1.0 1 0.73677707
707 0.0 0 0.1868905
708 0.0 0 0.08190659
709 1.0 1 0.55487645
710 1.0 1 0.5783852
711 1.0 1 0.7717106
712 1.0 1 0.7561258
713 0.0 1 0.6163294
714 1.0 1 0.6189327
715 1.0 1 0.76933146
716 1.0 0 0.23148683
717 0.0 0 0.17001617
718 1.0 1 0.71863246
719 0.0 0 0.34205246
720 1.0 0 0.48927173
721 1.0 1 0.5581452
722 1.0 1 0.5292112
723 1.0 1 0.7241348
724 0.0 0 0.15924661
725 1.0 1 0.6323125
726 1.0 1 0.5180656
727 1.0 1 0.8294228
728 0.0 0 0.09467391
729 1.0 1 0.6181847
730 1.0 1 0.63187474
731 0.0 1 0.6437914
732 1.0 1 0.53201544
733 1.0 0 0.4216544
734 1.0 1 0.6412222
735 1.0 1 0.7464029
736 0.0 0 0.1608155
737 1.0 0 0.38948044
738 1.0 0 0.4739141
739 1.0 0 0.46313253
740 1.0 1 0.55726826
741 1.0 1 0.64099264
742 0.0 0 0.1012342
743 1.0 0 0.33011422
744 1.0 0 0.25264364
745 1.0 1 0.62330306
746 0.0 0 0.090084866
747 0.0 1 0.6047608
748 1.0 0 0.49297953
749 1.0 0 0.4557476
750 1.0 1 0.5116367
751 1.0 1 0.8507308
752 1.0 1 0.67807704
753 1.0 0 0.39832592
754 1.0 1 0.8221787
755 1.0 0 0.4103252
756 0.0 0 0.123921625
757 0.0 0 0.109422
758 0.0 0 0.1728705
759 1.0 0 0.24625662
760 1.0 0 0.42649767
761 1.0 1 0.7218154
762 1.0 1 0.695451
763 1.0 1 0.71989566
764 1.0 1 0.575293
765 1.0 1 0.6573368
766 1.0 1 0.6701814
767 1.0 1 0.7914828
768 1.0 1 0.59800017
769 1.0 1 0.7444758
770 1.0 1 0.5585758
771 1.0 1 0.56639296
772 1.0 0 0.4129601
773 1.0 0 0.48860618
774 1.0 0 0.42779213
775 1.0 0 0.46819478
776 1.0 1 0.56568277
777 1.0 1 0.6390007
778 0.0 0 0.35938832
779 1.0 1 0.7300499
780 1.0 1 0.7062484
781 0.0 0 0.4212662
782 1.0 1 0.52883434
783 1.0 0 0.3012191
784 1.0 1 0.7290606
785 1.0 0 0.35910133
786 1.0 1 0.71225125
787 1.0 1 0.6847668
788 1.0 1 0.5736753
789 1.0 1 0.6537061
790 1.0 1 0.82658565
791 0.0 0 0.12239549
792 1.0 1 0.6451679
793 1.0 1 0.6939916
794 1.0 1 0.6752646
795 1.0 1 0.7497803
796 1.0 0 0.382762
797 1.0 1 0.5365673
798 1.0 1 0.6527493
799 0.0 0 0.114000216
800 0.0 0 0.35572654
801 1.0 1 0.6938892
802 1.0 0 0.47945982
803 0.0 0 0.14691427
804 1.0 0 0.460187
805 0.0 0 0.18164158
806 0.0 0 0.2607746
807 1.0 0 0.29407606
808 1.0 1 0.6850288
809 1.0 0 0.36600924
810 1.0 1 0.8091836
811 0.0 0 0.101850696
812 1.0 0 0.45261654
813 1.0 1 0.5137063
814 1.0 1 0.5491683
815 1.0 1 0.5429224
816 1.0 1 0.5285661
817 1.0 1 0.5589526
818 1.0 1 0.539201
819 1.0 0 0.47956952
820 1.0 1 0.65806705
821 0.0 0 0.335843
822 0.0 0 0.35180733
823 1.0 0 0.49351072
824 1.0 1 0.80377084
825 1.0 1 0.67912555
826 1.0 0 0.47978607
827 0.0 0 0.46430007
828 1.0 1 0.797103
829 1.0 1 0.6149232
830 1.0 1 0.6168995
831 0.0 0 0.1162042
832 0.0 0 0.08669869
833 1.0 0 0.39361283
834 1.0 0 0.33471072
835 0.0 1 0.55360156
836 1.0 1 0.67057836
837 1.0 1 0.7196408
838 1.0 1 0.8046472
839 1.0 1 0.7605263
840 1.0 1 0.5983262
841 1.0 0 0.13988495
842 1.0 1 0.5658361
843 0.0 0 0.21988915
844 1.0 1 0.69103676
845 1.0 1 0.6248787
846 1.0 1 0.55007946
847 1.0 0 0.437942
848 1.0 1 0.7644652
849 1.0 0 0.34575382
850 0.0 0 0.3408461
851 1.0 1 0.60359085
852 1.0 1 0.666224
853 1.0 1 0.7229263
854 1.0 0 0.317901
855 1.0 1 0.72266704
856 1.0 1 0.5173349
857 1.0 1 0.6509564
858 1.0 1 0.55800587
859 1.0 0 0.4854756
860 1.0 0 0.2552223
861 1.0 0 0.24729382
862 1.0 1 0.5772946
863 1.0 0 0.3820442
864 0.0 0 0.16878904
865 0.0 0 0.18448435
866 1.0 1 0.77098876
867 1.0 0 0.30644298
868 1.0 1 0.73658746
869 1.0 0 0.35037303
870 1.0 1 0.54120183
871 0.0 0 0.069626085
872 0.0 0 0.3472551
873 1.0 0 0.28034183
874 1.0 0 0.4073303
875 0.0 0 0.12033727
876 1.0 1 0.6524191
877 1.0 0 0.4900798
878 1.0 1 0.5122464
879 1.0 1 0.5533673
880 0.0 0 0.17753659
881 1.0 0 0.33112374
882 0.0 0 0.15581572
883 1.0 1 0.5623939
884 1.0 1 0.5153245
885 1.0 1 0.7193129
886 1.0 0 0.46534887
887 1.0 0 0.47506768
888 1.0 1 0.67478573
889 0.0 0 0.12042935
890 0.0 0 0.44045085
891 1.0 1 0.5446004
892 0.0 0 0.12339393
893 0.0 0 0.3608006
894 1.0 1 0.6383141
895 1.0 1 0.6097025
896 1.0 1 0.61677307
897 1.0 1 0.5945568
898 1.0 1 0.769161
899 1.0 1 0.5744169
900 1.0 1 0.8108487
901 1.0 0 0.45451507
902 0.0 0 0.18352547
903 1.0 1 0.74373776
904 1.0 1 0.6964837
905 0.0 0 0.15653674
906 1.0 1 0.64798373
907 0.0 0 0.3836125
908 1.0 1 0.63463724
909 1.0 0 0.32795388
910 0.0 1 0.6118757
911 1.0 0 0.47433826
912 1.0 1 0.6674836
913 1.0 1 0.51608807
914 0.0 0 0.16564213
915 0.0 0 0.4419492
916 1.0 1 0.6180509
917 1.0 1 0.55536324
918 1.0 1 0.69068074
919 1.0 1 0.72686714
920 0.0 0 0.07406365
921 1.0 1 0.7438552
922 0.0 0 0.17597388
923 1.0 1 0.698456
924 1.0 1 0.7357314
925 1.0 0 0.47254494
926 0.0 0 0.1595925
927 1.0 1 0.63986963
928 1.0 0 0.4074275
929 0.0 0 0.25561762
930 0.0 0 0.10263502
931 1.0 1 0.6223723
932 1.0 1 0.65893614
933 0.0 0 0.21594067
934 1.0 1 0.6707595
935 0.0 1 0.5945832
936 1.0 1 0.71140623
937 1.0 1 0.570596
938 1.0 0 0.47526976
939 1.0 1 0.64230335
940 1.0 1 0.5425645
941 1.0 1 0.70531845
942 0.0 0 0.09879476
943 1.0 0 0.40746966
944 0.0 0 0.10807015
945 0.0 0 0.13011286
946 1.0 1 0.69932127
947 0.0 1 0.5944213
948 1.0 0 0.4707989
949 0.0 1 0.5689876
950 1.0 1 0.68366164
951 0.0 0 0.11171415
952 1.0 1 0.5350232
953 1.0 0 0.2553153
954 1.0 1 0.5080614
955 1.0 0 0.23401114
956 0.0 0 0.27170506
957 0.0 0 0.34756327
958 1.0 1 0.65072227
959 1.0 1 0.82959306
960 1.0 1 0.72768617
961 1.0 1 0.731123
962 1.0 1 0.5924486
963 1.0 1 0.65114
964 1.0 1 0.5255467
965 1.0 1 0.5022795
966 1.0 0 0.45224205
967 1.0 1 0.7258267
968 0.0 0 0.10254968
969 0.0 0 0.20261209
970 1.0 1 0.5539076
971 1.0 1 0.6613758
972 1.0 1 0.6128063
973 1.0 1 0.63144034
974 1.0 1 0.5766221
975 1.0 0 0.494434
976 1.0 1 0.65134144
977 1.0 1 0.731123
978 1.0 0 0.44166088
979 1.0 1 0.7309968
980 0.0 0 0.1304648
981 0.0 0 0.07564698
982 1.0 1 0.6077203
983 1.0 0 0.35948056
984 1.0 1 0.5818709
985 0.0 0 0.24921407
986 1.0 1 0.51468575
987 1.0 1 0.6167589
988 1.0 0 0.47356114
989 1.0 1 0.70590097
990 1.0 1 0.55238235
991 1.0 1 0.5377335
992 1.0 1 0.72935617
993 1.0 1 0.5541176
994 1.0 1 0.7005084
995 1.0 1 0.5024437
996 1.0 1 0.64609987
997 1.0 0 0.41572356
998 1.0 0 0.47322905
999 1.0 1 0.584581
